areaCode,areaName,areaType,date,newCasesBySpecimenDate
E07000006,South Bucks,ltla,2021-05-20,1
E07000067,Braintree,ltla,2021-05-20,0
E07000094,Winchester,ltla,2021-05-20,0
E07000125,Rossendale,ltla,2021-05-20,14
E07000155,South Northamptonshire,ltla,2021-05-20,1
E07000169,Selby,ltla,2021-05-20,6
E07000187,Mendip,ltla,2021-05-20,1
E07000203,Mid Suffolk,ltla,2021-05-20,2
E07000234,Bromsgrove,ltla,2021-05-20,0
E08000037,Gateshead,ltla,2021-05-20,3
E09000024,Merton,ltla,2021-05-20,4
S12000039,West Dunbartonshire,ltla,2021-05-20,4
W06000002,Gwynedd,ltla,2021-05-20,1
W06000009,Pembrokeshire,ltla,2021-05-20,1
E07000006,South Bucks,ltla,2021-05-19,3
E07000067,Braintree,ltla,2021-05-19,1
E07000094,Winchester,ltla,2021-05-19,0
E07000125,Rossendale,ltla,2021-05-19,7
E07000155,South Northamptonshire,ltla,2021-05-19,2
E07000169,Selby,ltla,2021-05-19,6
E07000187,Mendip,ltla,2021-05-19,0
E07000203,Mid Suffolk,ltla,2021-05-19,0
E07000234,Bromsgrove,ltla,2021-05-19,1
E08000037,Gateshead,ltla,2021-05-19,4
E09000024,Merton,ltla,2021-05-19,8
S12000039,West Dunbartonshire,ltla,2021-05-19,2
W06000002,Gwynedd,ltla,2021-05-19,0
W06000009,Pembrokeshire,ltla,2021-05-19,0
E07000006,South Bucks,ltla,2021-05-18,2
E07000067,Braintree,ltla,2021-05-18,0
E07000094,Winchester,ltla,2021-05-18,0
E07000125,Rossendale,ltla,2021-05-18,12
E07000155,South Northamptonshire,ltla,2021-05-18,1
E07000169,Selby,ltla,2021-05-18,3
E07000187,Mendip,ltla,2021-05-18,0
E07000203,Mid Suffolk,ltla,2021-05-18,3
E07000234,Bromsgrove,ltla,2021-05-18,1
E08000037,Gateshead,ltla,2021-05-18,7
E09000024,Merton,ltla,2021-05-18,2
S12000039,West Dunbartonshire,ltla,2021-05-18,1
W06000002,Gwynedd,ltla,2021-05-18,0
W06000009,Pembrokeshire,ltla,2021-05-18,1
E07000006,South Bucks,ltla,2021-05-17,4
E07000067,Braintree,ltla,2021-05-17,2
E07000094,Winchester,ltla,2021-05-17,3
E07000125,Rossendale,ltla,2021-05-17,8
E07000155,South Northamptonshire,ltla,2021-05-17,3
E07000169,Selby,ltla,2021-05-17,5
E07000187,Mendip,ltla,2021-05-17,0
E07000203,Mid Suffolk,ltla,2021-05-17,4
E07000234,Bromsgrove,ltla,2021-05-17,2
E08000037,Gateshead,ltla,2021-05-17,6
E09000024,Merton,ltla,2021-05-17,2
S12000039,West Dunbartonshire,ltla,2021-05-17,1
W06000002,Gwynedd,ltla,2021-05-17,0
W06000009,Pembrokeshire,ltla,2021-05-17,0
E07000006,South Bucks,ltla,2021-05-16,3
E07000067,Braintree,ltla,2021-05-16,0
E07000094,Winchester,ltla,2021-05-16,0
E07000125,Rossendale,ltla,2021-05-16,5
E07000155,South Northamptonshire,ltla,2021-05-16,3
E07000169,Selby,ltla,2021-05-16,8
E07000187,Mendip,ltla,2021-05-16,1
E07000203,Mid Suffolk,ltla,2021-05-16,5
E07000234,Bromsgrove,ltla,2021-05-16,1
E08000037,Gateshead,ltla,2021-05-16,1
E09000024,Merton,ltla,2021-05-16,4
S12000039,West Dunbartonshire,ltla,2021-05-16,1
W06000002,Gwynedd,ltla,2021-05-16,2
W06000009,Pembrokeshire,ltla,2021-05-16,3
E07000006,South Bucks,ltla,2021-05-15,2
E07000067,Braintree,ltla,2021-05-15,1
E07000094,Winchester,ltla,2021-05-15,0
E07000125,Rossendale,ltla,2021-05-15,2
E07000155,South Northamptonshire,ltla,2021-05-15,2
E07000169,Selby,ltla,2021-05-15,1
E07000187,Mendip,ltla,2021-05-15,0
E07000203,Mid Suffolk,ltla,2021-05-15,3
E07000234,Bromsgrove,ltla,2021-05-15,0
E08000037,Gateshead,ltla,2021-05-15,6
E09000024,Merton,ltla,2021-05-15,3
S12000039,West Dunbartonshire,ltla,2021-05-15,0
W06000002,Gwynedd,ltla,2021-05-15,1
W06000009,Pembrokeshire,ltla,2021-05-15,1
E07000006,South Bucks,ltla,2021-05-14,1
E07000067,Braintree,ltla,2021-05-14,0
E07000094,Winchester,ltla,2021-05-14,0
E07000125,Rossendale,ltla,2021-05-14,7
E07000155,South Northamptonshire,ltla,2021-05-14,4
E07000169,Selby,ltla,2021-05-14,9
E07000187,Mendip,ltla,2021-05-14,0
E07000203,Mid Suffolk,ltla,2021-05-14,2
E07000234,Bromsgrove,ltla,2021-05-14,0
E08000037,Gateshead,ltla,2021-05-14,6
E09000024,Merton,ltla,2021-05-14,3
S12000039,West Dunbartonshire,ltla,2021-05-14,3
W06000002,Gwynedd,ltla,2021-05-14,1
W06000009,Pembrokeshire,ltla,2021-05-14,1
E07000006,South Bucks,ltla,2021-05-13,0
E07000067,Braintree,ltla,2021-05-13,3
E07000094,Winchester,ltla,2021-05-13,2
E07000125,Rossendale,ltla,2021-05-13,4
E07000155,South Northamptonshire,ltla,2021-05-13,2
E07000169,Selby,ltla,2021-05-13,8
E07000187,Mendip,ltla,2021-05-13,1
E07000203,Mid Suffolk,ltla,2021-05-13,6
E07000234,Bromsgrove,ltla,2021-05-13,2
E08000037,Gateshead,ltla,2021-05-13,4
E09000024,Merton,ltla,2021-05-13,3
S12000039,West Dunbartonshire,ltla,2021-05-13,1
W06000002,Gwynedd,ltla,2021-05-13,0
W06000009,Pembrokeshire,ltla,2021-05-13,1
E07000006,South Bucks,ltla,2021-05-12,1
E07000067,Braintree,ltla,2021-05-12,3
E07000094,Winchester,ltla,2021-05-12,0
E07000125,Rossendale,ltla,2021-05-12,3
E07000155,South Northamptonshire,ltla,2021-05-12,2
E07000169,Selby,ltla,2021-05-12,5
E07000187,Mendip,ltla,2021-05-12,0
E07000203,Mid Suffolk,ltla,2021-05-12,3
E07000234,Bromsgrove,ltla,2021-05-12,0
E08000037,Gateshead,ltla,2021-05-12,5
E09000024,Merton,ltla,2021-05-12,4
S12000039,West Dunbartonshire,ltla,2021-05-12,0
W06000002,Gwynedd,ltla,2021-05-12,0
W06000009,Pembrokeshire,ltla,2021-05-12,2
E07000006,South Bucks,ltla,2021-05-11,2
E07000067,Braintree,ltla,2021-05-11,1
E07000094,Winchester,ltla,2021-05-11,2
E07000125,Rossendale,ltla,2021-05-11,0
E07000155,South Northamptonshire,ltla,2021-05-11,3
E07000169,Selby,ltla,2021-05-11,7
E07000187,Mendip,ltla,2021-05-11,3
E07000203,Mid Suffolk,ltla,2021-05-11,4
E07000234,Bromsgrove,ltla,2021-05-11,1
E08000037,Gateshead,ltla,2021-05-11,2
E09000024,Merton,ltla,2021-05-11,5
S12000039,West Dunbartonshire,ltla,2021-05-11,2
W06000002,Gwynedd,ltla,2021-05-11,2
W06000009,Pembrokeshire,ltla,2021-05-11,2
E07000006,South Bucks,ltla,2021-05-10,3
E07000067,Braintree,ltla,2021-05-10,1
E07000094,Winchester,ltla,2021-05-10,0
E07000125,Rossendale,ltla,2021-05-10,4
E07000155,South Northamptonshire,ltla,2021-05-10,9
E07000169,Selby,ltla,2021-05-10,8
E07000187,Mendip,ltla,2021-05-10,1
E07000203,Mid Suffolk,ltla,2021-05-10,4
E07000234,Bromsgrove,ltla,2021-05-10,3
E08000037,Gateshead,ltla,2021-05-10,2
E09000024,Merton,ltla,2021-05-10,9
S12000039,West Dunbartonshire,ltla,2021-05-10,0
W06000002,Gwynedd,ltla,2021-05-10,1
W06000009,Pembrokeshire,ltla,2021-05-10,0
E07000006,South Bucks,ltla,2021-05-09,0
E07000067,Braintree,ltla,2021-05-09,7
E07000094,Winchester,ltla,2021-05-09,4
E07000125,Rossendale,ltla,2021-05-09,1
E07000155,South Northamptonshire,ltla,2021-05-09,0
E07000169,Selby,ltla,2021-05-09,5
E07000187,Mendip,ltla,2021-05-09,1
E07000203,Mid Suffolk,ltla,2021-05-09,1
E07000234,Bromsgrove,ltla,2021-05-09,0
E08000037,Gateshead,ltla,2021-05-09,2
E09000024,Merton,ltla,2021-05-09,3
S12000039,West Dunbartonshire,ltla,2021-05-09,2
W06000002,Gwynedd,ltla,2021-05-09,1
W06000009,Pembrokeshire,ltla,2021-05-09,0
E07000006,South Bucks,ltla,2021-05-08,2
E07000067,Braintree,ltla,2021-05-08,1
E07000094,Winchester,ltla,2021-05-08,0
E07000125,Rossendale,ltla,2021-05-08,1
E07000155,South Northamptonshire,ltla,2021-05-08,7
E07000169,Selby,ltla,2021-05-08,9
E07000187,Mendip,ltla,2021-05-08,3
E07000203,Mid Suffolk,ltla,2021-05-08,0
E07000234,Bromsgrove,ltla,2021-05-08,1
E08000037,Gateshead,ltla,2021-05-08,3
E09000024,Merton,ltla,2021-05-08,4
S12000039,West Dunbartonshire,ltla,2021-05-08,1
W06000002,Gwynedd,ltla,2021-05-08,5
W06000009,Pembrokeshire,ltla,2021-05-08,0
E07000006,South Bucks,ltla,2021-05-07,3
E07000067,Braintree,ltla,2021-05-07,1
E07000094,Winchester,ltla,2021-05-07,0
E07000125,Rossendale,ltla,2021-05-07,2
E07000155,South Northamptonshire,ltla,2021-05-07,4
E07000169,Selby,ltla,2021-05-07,3
E07000187,Mendip,ltla,2021-05-07,0
E07000203,Mid Suffolk,ltla,2021-05-07,1
E07000234,Bromsgrove,ltla,2021-05-07,0
E08000037,Gateshead,ltla,2021-05-07,3
E09000024,Merton,ltla,2021-05-07,3
S12000039,West Dunbartonshire,ltla,2021-05-07,2
W06000002,Gwynedd,ltla,2021-05-07,0
W06000009,Pembrokeshire,ltla,2021-05-07,1
E07000006,South Bucks,ltla,2021-05-06,0
E07000067,Braintree,ltla,2021-05-06,1
E07000094,Winchester,ltla,2021-05-06,1
E07000125,Rossendale,ltla,2021-05-06,4
E07000155,South Northamptonshire,ltla,2021-05-06,6
E07000169,Selby,ltla,2021-05-06,9
E07000187,Mendip,ltla,2021-05-06,3
E07000203,Mid Suffolk,ltla,2021-05-06,1
E07000234,Bromsgrove,ltla,2021-05-06,0
E08000037,Gateshead,ltla,2021-05-06,9
E09000024,Merton,ltla,2021-05-06,8
S12000039,West Dunbartonshire,ltla,2021-05-06,1
W06000002,Gwynedd,ltla,2021-05-06,3
W06000009,Pembrokeshire,ltla,2021-05-06,1
E07000006,South Bucks,ltla,2021-05-05,1
E07000067,Braintree,ltla,2021-05-05,1
E07000094,Winchester,ltla,2021-05-05,1
E07000125,Rossendale,ltla,2021-05-05,1
E07000155,South Northamptonshire,ltla,2021-05-05,4
E07000169,Selby,ltla,2021-05-05,17
E07000187,Mendip,ltla,2021-05-05,4
E07000203,Mid Suffolk,ltla,2021-05-05,5
E07000234,Bromsgrove,ltla,2021-05-05,1
E08000037,Gateshead,ltla,2021-05-05,2
E09000024,Merton,ltla,2021-05-05,8
S12000039,West Dunbartonshire,ltla,2021-05-05,1
W06000002,Gwynedd,ltla,2021-05-05,1
W06000009,Pembrokeshire,ltla,2021-05-05,1
E07000006,South Bucks,ltla,2021-05-04,2
E07000067,Braintree,ltla,2021-05-04,1
E07000094,Winchester,ltla,2021-05-04,0
E07000125,Rossendale,ltla,2021-05-04,2
E07000155,South Northamptonshire,ltla,2021-05-04,11
E07000169,Selby,ltla,2021-05-04,11
E07000187,Mendip,ltla,2021-05-04,2
E07000203,Mid Suffolk,ltla,2021-05-04,1
E07000234,Bromsgrove,ltla,2021-05-04,0
E08000037,Gateshead,ltla,2021-05-04,3
E09000024,Merton,ltla,2021-05-04,0
S12000039,West Dunbartonshire,ltla,2021-05-04,2
W06000002,Gwynedd,ltla,2021-05-04,3
W06000009,Pembrokeshire,ltla,2021-05-04,2
E07000006,South Bucks,ltla,2021-05-03,1
E07000067,Braintree,ltla,2021-05-03,1
E07000094,Winchester,ltla,2021-05-03,2
E07000125,Rossendale,ltla,2021-05-03,1
E07000155,South Northamptonshire,ltla,2021-05-03,6
E07000169,Selby,ltla,2021-05-03,7
E07000187,Mendip,ltla,2021-05-03,2
E07000203,Mid Suffolk,ltla,2021-05-03,2
E07000234,Bromsgrove,ltla,2021-05-03,3
E08000037,Gateshead,ltla,2021-05-03,1
E09000024,Merton,ltla,2021-05-03,3
S12000039,West Dunbartonshire,ltla,2021-05-03,5
W06000002,Gwynedd,ltla,2021-05-03,0
W06000009,Pembrokeshire,ltla,2021-05-03,3
E07000006,South Bucks,ltla,2021-05-02,0
E07000067,Braintree,ltla,2021-05-02,2
E07000094,Winchester,ltla,2021-05-02,4
E07000125,Rossendale,ltla,2021-05-02,1
E07000155,South Northamptonshire,ltla,2021-05-02,2
E07000169,Selby,ltla,2021-05-02,4
E07000187,Mendip,ltla,2021-05-02,0
E07000203,Mid Suffolk,ltla,2021-05-02,3
E07000234,Bromsgrove,ltla,2021-05-02,0
E08000037,Gateshead,ltla,2021-05-02,3
E09000024,Merton,ltla,2021-05-02,5
S12000039,West Dunbartonshire,ltla,2021-05-02,1
W06000002,Gwynedd,ltla,2021-05-02,2
W06000009,Pembrokeshire,ltla,2021-05-02,5
E07000006,South Bucks,ltla,2021-05-01,3
E07000067,Braintree,ltla,2021-05-01,2
E07000094,Winchester,ltla,2021-05-01,0
E07000125,Rossendale,ltla,2021-05-01,2
E07000155,South Northamptonshire,ltla,2021-05-01,3
E07000169,Selby,ltla,2021-05-01,6
E07000187,Mendip,ltla,2021-05-01,1
E07000203,Mid Suffolk,ltla,2021-05-01,1
E07000234,Bromsgrove,ltla,2021-05-01,1
E08000037,Gateshead,ltla,2021-05-01,3
E09000024,Merton,ltla,2021-05-01,2
S12000039,West Dunbartonshire,ltla,2021-05-01,2
W06000002,Gwynedd,ltla,2021-05-01,0
W06000009,Pembrokeshire,ltla,2021-05-01,3
E07000006,South Bucks,ltla,2021-04-30,0
E07000067,Braintree,ltla,2021-04-30,2
E07000094,Winchester,ltla,2021-04-30,0
E07000125,Rossendale,ltla,2021-04-30,1
E07000155,South Northamptonshire,ltla,2021-04-30,5
E07000169,Selby,ltla,2021-04-30,3
E07000187,Mendip,ltla,2021-04-30,1
E07000203,Mid Suffolk,ltla,2021-04-30,3
E07000234,Bromsgrove,ltla,2021-04-30,0
E08000037,Gateshead,ltla,2021-04-30,1
E09000024,Merton,ltla,2021-04-30,7
S12000039,West Dunbartonshire,ltla,2021-04-30,4
W06000002,Gwynedd,ltla,2021-04-30,3
W06000009,Pembrokeshire,ltla,2021-04-30,3
E07000006,South Bucks,ltla,2021-04-29,1
E07000067,Braintree,ltla,2021-04-29,2
E07000094,Winchester,ltla,2021-04-29,3
E07000125,Rossendale,ltla,2021-04-29,0
E07000155,South Northamptonshire,ltla,2021-04-29,2
E07000169,Selby,ltla,2021-04-29,5
E07000187,Mendip,ltla,2021-04-29,0
E07000203,Mid Suffolk,ltla,2021-04-29,2
E07000234,Bromsgrove,ltla,2021-04-29,3
E08000037,Gateshead,ltla,2021-04-29,2
E09000024,Merton,ltla,2021-04-29,4
S12000039,West Dunbartonshire,ltla,2021-04-29,2
W06000002,Gwynedd,ltla,2021-04-29,0
W06000009,Pembrokeshire,ltla,2021-04-29,3
E07000006,South Bucks,ltla,2021-04-28,2
E07000067,Braintree,ltla,2021-04-28,2
E07000094,Winchester,ltla,2021-04-28,2
E07000125,Rossendale,ltla,2021-04-28,4
E07000155,South Northamptonshire,ltla,2021-04-28,3
E07000169,Selby,ltla,2021-04-28,12
E07000187,Mendip,ltla,2021-04-28,2
E07000203,Mid Suffolk,ltla,2021-04-28,1
E07000234,Bromsgrove,ltla,2021-04-28,3
E08000037,Gateshead,ltla,2021-04-28,4
E09000024,Merton,ltla,2021-04-28,10
S12000039,West Dunbartonshire,ltla,2021-04-28,3
W06000002,Gwynedd,ltla,2021-04-28,0
W06000009,Pembrokeshire,ltla,2021-04-28,2
E07000006,South Bucks,ltla,2021-04-27,0
E07000067,Braintree,ltla,2021-04-27,1
E07000094,Winchester,ltla,2021-04-27,1
E07000125,Rossendale,ltla,2021-04-27,1
E07000155,South Northamptonshire,ltla,2021-04-27,2
E07000169,Selby,ltla,2021-04-27,10
E07000187,Mendip,ltla,2021-04-27,0
E07000203,Mid Suffolk,ltla,2021-04-27,1
E07000234,Bromsgrove,ltla,2021-04-27,1
E08000037,Gateshead,ltla,2021-04-27,4
E09000024,Merton,ltla,2021-04-27,3
S12000039,West Dunbartonshire,ltla,2021-04-27,7
W06000002,Gwynedd,ltla,2021-04-27,3
W06000009,Pembrokeshire,ltla,2021-04-27,0
E07000006,South Bucks,ltla,2021-04-26,2
E07000067,Braintree,ltla,2021-04-26,1
E07000094,Winchester,ltla,2021-04-26,3
E07000125,Rossendale,ltla,2021-04-26,4
E07000155,South Northamptonshire,ltla,2021-04-26,3
E07000169,Selby,ltla,2021-04-26,12
E07000187,Mendip,ltla,2021-04-26,1
E07000203,Mid Suffolk,ltla,2021-04-26,1
E07000234,Bromsgrove,ltla,2021-04-26,2
E08000037,Gateshead,ltla,2021-04-26,3
E09000024,Merton,ltla,2021-04-26,4
S12000039,West Dunbartonshire,ltla,2021-04-26,3
W06000002,Gwynedd,ltla,2021-04-26,5
W06000009,Pembrokeshire,ltla,2021-04-26,2
E07000006,South Bucks,ltla,2021-04-25,0
E07000067,Braintree,ltla,2021-04-25,2
E07000094,Winchester,ltla,2021-04-25,2
E07000125,Rossendale,ltla,2021-04-25,3
E07000155,South Northamptonshire,ltla,2021-04-25,3
E07000169,Selby,ltla,2021-04-25,11
E07000187,Mendip,ltla,2021-04-25,1
E07000203,Mid Suffolk,ltla,2021-04-25,3
E07000234,Bromsgrove,ltla,2021-04-25,5
E08000037,Gateshead,ltla,2021-04-25,3
E09000024,Merton,ltla,2021-04-25,7
S12000039,West Dunbartonshire,ltla,2021-04-25,0
W06000002,Gwynedd,ltla,2021-04-25,1
W06000009,Pembrokeshire,ltla,2021-04-25,1
E07000006,South Bucks,ltla,2021-04-24,1
E07000067,Braintree,ltla,2021-04-24,0
E07000094,Winchester,ltla,2021-04-24,1
E07000125,Rossendale,ltla,2021-04-24,1
E07000155,South Northamptonshire,ltla,2021-04-24,2
E07000169,Selby,ltla,2021-04-24,4
E07000187,Mendip,ltla,2021-04-24,1
E07000203,Mid Suffolk,ltla,2021-04-24,2
E07000234,Bromsgrove,ltla,2021-04-24,0
E08000037,Gateshead,ltla,2021-04-24,3
E09000024,Merton,ltla,2021-04-24,8
S12000039,West Dunbartonshire,ltla,2021-04-24,2
W06000002,Gwynedd,ltla,2021-04-24,2
W06000009,Pembrokeshire,ltla,2021-04-24,2
E07000006,South Bucks,ltla,2021-04-23,3
E07000067,Braintree,ltla,2021-04-23,2
E07000094,Winchester,ltla,2021-04-23,0
E07000125,Rossendale,ltla,2021-04-23,0
E07000155,South Northamptonshire,ltla,2021-04-23,1
E07000169,Selby,ltla,2021-04-23,8
E07000187,Mendip,ltla,2021-04-23,0
E07000203,Mid Suffolk,ltla,2021-04-23,3
E07000234,Bromsgrove,ltla,2021-04-23,0
E08000037,Gateshead,ltla,2021-04-23,3
E09000024,Merton,ltla,2021-04-23,3
S12000039,West Dunbartonshire,ltla,2021-04-23,4
W06000002,Gwynedd,ltla,2021-04-23,4
W06000009,Pembrokeshire,ltla,2021-04-23,1
E07000006,South Bucks,ltla,2021-04-22,5
E07000067,Braintree,ltla,2021-04-22,3
E07000094,Winchester,ltla,2021-04-22,5
E07000125,Rossendale,ltla,2021-04-22,2
E07000155,South Northamptonshire,ltla,2021-04-22,1
E07000169,Selby,ltla,2021-04-22,31
E07000187,Mendip,ltla,2021-04-22,2
E07000203,Mid Suffolk,ltla,2021-04-22,3
E07000234,Bromsgrove,ltla,2021-04-22,1
E08000037,Gateshead,ltla,2021-04-22,0
E09000024,Merton,ltla,2021-04-22,5
S12000039,West Dunbartonshire,ltla,2021-04-22,5
W06000002,Gwynedd,ltla,2021-04-22,2
W06000009,Pembrokeshire,ltla,2021-04-22,0
E07000006,South Bucks,ltla,2021-04-21,3
E07000067,Braintree,ltla,2021-04-21,2
E07000094,Winchester,ltla,2021-04-21,0
E07000125,Rossendale,ltla,2021-04-21,3
E07000155,South Northamptonshire,ltla,2021-04-21,3
E07000169,Selby,ltla,2021-04-21,13
E07000187,Mendip,ltla,2021-04-21,5
E07000203,Mid Suffolk,ltla,2021-04-21,6
E07000234,Bromsgrove,ltla,2021-04-21,2
E08000037,Gateshead,ltla,2021-04-21,5
E09000024,Merton,ltla,2021-04-21,6
S12000039,West Dunbartonshire,ltla,2021-04-21,5
W06000002,Gwynedd,ltla,2021-04-21,3
W06000009,Pembrokeshire,ltla,2021-04-21,2
E07000006,South Bucks,ltla,2021-04-20,1
E07000067,Braintree,ltla,2021-04-20,1
E07000094,Winchester,ltla,2021-04-20,5
E07000125,Rossendale,ltla,2021-04-20,1
E07000155,South Northamptonshire,ltla,2021-04-20,1
E07000169,Selby,ltla,2021-04-20,21
E07000187,Mendip,ltla,2021-04-20,7
E07000203,Mid Suffolk,ltla,2021-04-20,1
E07000234,Bromsgrove,ltla,2021-04-20,0
E08000037,Gateshead,ltla,2021-04-20,7
E09000024,Merton,ltla,2021-04-20,10
S12000039,West Dunbartonshire,ltla,2021-04-20,7
W06000002,Gwynedd,ltla,2021-04-20,2
W06000009,Pembrokeshire,ltla,2021-04-20,1
E07000006,South Bucks,ltla,2021-04-19,2
E07000067,Braintree,ltla,2021-04-19,6
E07000094,Winchester,ltla,2021-04-19,2
E07000125,Rossendale,ltla,2021-04-19,1
E07000155,South Northamptonshire,ltla,2021-04-19,0
E07000169,Selby,ltla,2021-04-19,6
E07000187,Mendip,ltla,2021-04-19,3
E07000203,Mid Suffolk,ltla,2021-04-19,0
E07000234,Bromsgrove,ltla,2021-04-19,1
E08000037,Gateshead,ltla,2021-04-19,10
E09000024,Merton,ltla,2021-04-19,9
S12000039,West Dunbartonshire,ltla,2021-04-19,5
W06000002,Gwynedd,ltla,2021-04-19,10
W06000009,Pembrokeshire,ltla,2021-04-19,0
E07000006,South Bucks,ltla,2021-04-18,5
E07000067,Braintree,ltla,2021-04-18,2
E07000094,Winchester,ltla,2021-04-18,1
E07000125,Rossendale,ltla,2021-04-18,5
E07000155,South Northamptonshire,ltla,2021-04-18,3
E07000169,Selby,ltla,2021-04-18,13
E07000187,Mendip,ltla,2021-04-18,1
E07000203,Mid Suffolk,ltla,2021-04-18,4
E07000234,Bromsgrove,ltla,2021-04-18,5
E08000037,Gateshead,ltla,2021-04-18,3
E09000024,Merton,ltla,2021-04-18,9
S12000039,West Dunbartonshire,ltla,2021-04-18,1
W06000002,Gwynedd,ltla,2021-04-18,0
W06000009,Pembrokeshire,ltla,2021-04-18,1
E07000006,South Bucks,ltla,2021-04-17,0
E07000067,Braintree,ltla,2021-04-17,2
E07000094,Winchester,ltla,2021-04-17,1
E07000125,Rossendale,ltla,2021-04-17,0
E07000155,South Northamptonshire,ltla,2021-04-17,1
E07000169,Selby,ltla,2021-04-17,5
E07000187,Mendip,ltla,2021-04-17,0
E07000203,Mid Suffolk,ltla,2021-04-17,4
E07000234,Bromsgrove,ltla,2021-04-17,0
E08000037,Gateshead,ltla,2021-04-17,2
E09000024,Merton,ltla,2021-04-17,6
S12000039,West Dunbartonshire,ltla,2021-04-17,0
W06000002,Gwynedd,ltla,2021-04-17,5
W06000009,Pembrokeshire,ltla,2021-04-17,1
E07000006,South Bucks,ltla,2021-04-16,3
E07000067,Braintree,ltla,2021-04-16,2
E07000094,Winchester,ltla,2021-04-16,0
E07000125,Rossendale,ltla,2021-04-16,0
E07000155,South Northamptonshire,ltla,2021-04-16,1
E07000169,Selby,ltla,2021-04-16,8
E07000187,Mendip,ltla,2021-04-16,2
E07000203,Mid Suffolk,ltla,2021-04-16,1
E07000234,Bromsgrove,ltla,2021-04-16,1
E08000037,Gateshead,ltla,2021-04-16,5
E09000024,Merton,ltla,2021-04-16,9
S12000039,West Dunbartonshire,ltla,2021-04-16,5
W06000002,Gwynedd,ltla,2021-04-16,7
W06000009,Pembrokeshire,ltla,2021-04-16,0
E07000006,South Bucks,ltla,2021-04-15,1
E07000067,Braintree,ltla,2021-04-15,3
E07000094,Winchester,ltla,2021-04-15,0
E07000125,Rossendale,ltla,2021-04-15,4
E07000155,South Northamptonshire,ltla,2021-04-15,4
E07000169,Selby,ltla,2021-04-15,3
E07000187,Mendip,ltla,2021-04-15,2
E07000203,Mid Suffolk,ltla,2021-04-15,2
E07000234,Bromsgrove,ltla,2021-04-15,1
E08000037,Gateshead,ltla,2021-04-15,1
E09000024,Merton,ltla,2021-04-15,5
S12000039,West Dunbartonshire,ltla,2021-04-15,2
W06000002,Gwynedd,ltla,2021-04-15,6
W06000009,Pembrokeshire,ltla,2021-04-15,0
E07000006,South Bucks,ltla,2021-04-14,1
E07000067,Braintree,ltla,2021-04-14,0
E07000094,Winchester,ltla,2021-04-14,3
E07000125,Rossendale,ltla,2021-04-14,3
E07000155,South Northamptonshire,ltla,2021-04-14,4
E07000169,Selby,ltla,2021-04-14,7
E07000187,Mendip,ltla,2021-04-14,1
E07000203,Mid Suffolk,ltla,2021-04-14,4
E07000234,Bromsgrove,ltla,2021-04-14,3
E08000037,Gateshead,ltla,2021-04-14,4
E09000024,Merton,ltla,2021-04-14,6
S12000039,West Dunbartonshire,ltla,2021-04-14,1
W06000002,Gwynedd,ltla,2021-04-14,6
W06000009,Pembrokeshire,ltla,2021-04-14,1
E07000006,South Bucks,ltla,2021-04-13,7
E07000067,Braintree,ltla,2021-04-13,0
E07000094,Winchester,ltla,2021-04-13,2
E07000125,Rossendale,ltla,2021-04-13,1
E07000155,South Northamptonshire,ltla,2021-04-13,3
E07000169,Selby,ltla,2021-04-13,1
E07000187,Mendip,ltla,2021-04-13,1
E07000203,Mid Suffolk,ltla,2021-04-13,2
E07000234,Bromsgrove,ltla,2021-04-13,1
E08000037,Gateshead,ltla,2021-04-13,5
E09000024,Merton,ltla,2021-04-13,6
S12000039,West Dunbartonshire,ltla,2021-04-13,2
W06000002,Gwynedd,ltla,2021-04-13,1
W06000009,Pembrokeshire,ltla,2021-04-13,0
E07000006,South Bucks,ltla,2021-04-12,7
E07000067,Braintree,ltla,2021-04-12,3
E07000094,Winchester,ltla,2021-04-12,2
E07000125,Rossendale,ltla,2021-04-12,1
E07000155,South Northamptonshire,ltla,2021-04-12,3
E07000169,Selby,ltla,2021-04-12,10
E07000187,Mendip,ltla,2021-04-12,5
E07000203,Mid Suffolk,ltla,2021-04-12,5
E07000234,Bromsgrove,ltla,2021-04-12,1
E08000037,Gateshead,ltla,2021-04-12,7
E09000024,Merton,ltla,2021-04-12,4
S12000039,West Dunbartonshire,ltla,2021-04-12,3
W06000002,Gwynedd,ltla,2021-04-12,10
W06000009,Pembrokeshire,ltla,2021-04-12,0
E07000006,South Bucks,ltla,2021-04-11,3
E07000067,Braintree,ltla,2021-04-11,1
E07000094,Winchester,ltla,2021-04-11,2
E07000125,Rossendale,ltla,2021-04-11,3
E07000155,South Northamptonshire,ltla,2021-04-11,4
E07000169,Selby,ltla,2021-04-11,4
E07000187,Mendip,ltla,2021-04-11,3
E07000203,Mid Suffolk,ltla,2021-04-11,2
E07000234,Bromsgrove,ltla,2021-04-11,1
E08000037,Gateshead,ltla,2021-04-11,7
E09000024,Merton,ltla,2021-04-11,12
S12000039,West Dunbartonshire,ltla,2021-04-11,1
W06000002,Gwynedd,ltla,2021-04-11,1
W06000009,Pembrokeshire,ltla,2021-04-11,2
E07000006,South Bucks,ltla,2021-04-10,5
E07000067,Braintree,ltla,2021-04-10,2
E07000094,Winchester,ltla,2021-04-10,3
E07000125,Rossendale,ltla,2021-04-10,0
E07000155,South Northamptonshire,ltla,2021-04-10,5
E07000169,Selby,ltla,2021-04-10,8
E07000187,Mendip,ltla,2021-04-10,2
