areaCode,areaName,areaType,date,newCasesBySpecimenDate
E06000030,Swindon,ltla,2021-04-29,7
E07000026,Allerdale,ltla,2021-04-29,0
E07000032,Amber Valley,ltla,2021-04-29,0
E07000069,Castle Point,ltla,2021-04-29,0
E07000119,Fylde,ltla,2021-04-29,2
E07000140,South Holland,ltla,2021-04-29,8
E07000168,Scarborough,ltla,2021-04-29,2
E07000212,Runnymede,ltla,2021-04-29,2
E08000011,Knowsley,ltla,2021-04-29,2
E09000020,Kensington and Chelsea,ltla,2021-04-29,7
E09000026,Redbridge,ltla,2021-04-29,1
N09000008,Mid and East Antrim,ltla,2021-04-29,5
S12000021,North Ayrshire,ltla,2021-04-29,5
E06000004,Stockton-on-Tees,ltla,2021-04-28,9
E06000021,Stoke-on-Trent,ltla,2021-04-28,15
E06000030,Swindon,ltla,2021-04-28,20
E07000026,Allerdale,ltla,2021-04-28,0
E07000032,Amber Valley,ltla,2021-04-28,2
E07000069,Castle Point,ltla,2021-04-28,1
E07000119,Fylde,ltla,2021-04-28,0
E07000140,South Holland,ltla,2021-04-28,12
E07000168,Scarborough,ltla,2021-04-28,1
E07000212,Runnymede,ltla,2021-04-28,0
E08000011,Knowsley,ltla,2021-04-28,0
E09000020,Kensington and Chelsea,ltla,2021-04-28,7
E09000026,Redbridge,ltla,2021-04-28,11
N09000008,Mid and East Antrim,ltla,2021-04-28,8
S12000021,North Ayrshire,ltla,2021-04-28,2
E06000004,Stockton-on-Tees,ltla,2021-04-27,8
E06000021,Stoke-on-Trent,ltla,2021-04-27,15
E06000030,Swindon,ltla,2021-04-27,9
E07000026,Allerdale,ltla,2021-04-27,0
E07000032,Amber Valley,ltla,2021-04-27,2
E07000069,Castle Point,ltla,2021-04-27,0
E07000119,Fylde,ltla,2021-04-27,0
E07000140,South Holland,ltla,2021-04-27,1
E07000168,Scarborough,ltla,2021-04-27,3
E07000212,Runnymede,ltla,2021-04-27,0
E08000011,Knowsley,ltla,2021-04-27,4
E09000020,Kensington and Chelsea,ltla,2021-04-27,10
E09000026,Redbridge,ltla,2021-04-27,5
N09000008,Mid and East Antrim,ltla,2021-04-27,8
S12000021,North Ayrshire,ltla,2021-04-27,3
E06000004,Stockton-on-Tees,ltla,2021-04-26,7
E06000021,Stoke-on-Trent,ltla,2021-04-26,9
E06000030,Swindon,ltla,2021-04-26,10
E07000026,Allerdale,ltla,2021-04-26,0
E07000032,Amber Valley,ltla,2021-04-26,0
E07000069,Castle Point,ltla,2021-04-26,0
E07000119,Fylde,ltla,2021-04-26,0
E07000140,South Holland,ltla,2021-04-26,7
E07000168,Scarborough,ltla,2021-04-26,5
E07000212,Runnymede,ltla,2021-04-26,4
E08000011,Knowsley,ltla,2021-04-26,4
E09000020,Kensington and Chelsea,ltla,2021-04-26,11
E09000026,Redbridge,ltla,2021-04-26,12
N09000008,Mid and East Antrim,ltla,2021-04-26,7
S12000021,North Ayrshire,ltla,2021-04-26,5
E06000004,Stockton-on-Tees,ltla,2021-04-25,6
E06000021,Stoke-on-Trent,ltla,2021-04-25,12
E06000030,Swindon,ltla,2021-04-25,14
E07000026,Allerdale,ltla,2021-04-25,1
E07000032,Amber Valley,ltla,2021-04-25,1
E07000069,Castle Point,ltla,2021-04-25,1
E07000119,Fylde,ltla,2021-04-25,1
E07000140,South Holland,ltla,2021-04-25,6
E07000168,Scarborough,ltla,2021-04-25,2
E07000212,Runnymede,ltla,2021-04-25,2
E08000011,Knowsley,ltla,2021-04-25,2
E09000020,Kensington and Chelsea,ltla,2021-04-25,6
E09000026,Redbridge,ltla,2021-04-25,7
N09000008,Mid and East Antrim,ltla,2021-04-25,6
S12000021,North Ayrshire,ltla,2021-04-25,1
E06000004,Stockton-on-Tees,ltla,2021-04-24,4
E06000021,Stoke-on-Trent,ltla,2021-04-24,4
E06000030,Swindon,ltla,2021-04-24,7
E07000026,Allerdale,ltla,2021-04-24,0
E07000032,Amber Valley,ltla,2021-04-24,3
E07000069,Castle Point,ltla,2021-04-24,0
E07000119,Fylde,ltla,2021-04-24,0
E07000140,South Holland,ltla,2021-04-24,5
E07000168,Scarborough,ltla,2021-04-24,2
E07000212,Runnymede,ltla,2021-04-24,2
E08000011,Knowsley,ltla,2021-04-24,4
E09000020,Kensington and Chelsea,ltla,2021-04-24,1
E09000026,Redbridge,ltla,2021-04-24,17
N09000008,Mid and East Antrim,ltla,2021-04-24,1
S12000021,North Ayrshire,ltla,2021-04-24,4
E06000004,Stockton-on-Tees,ltla,2021-04-23,3
E06000021,Stoke-on-Trent,ltla,2021-04-23,13
E06000030,Swindon,ltla,2021-04-23,4
E07000026,Allerdale,ltla,2021-04-23,0
E07000032,Amber Valley,ltla,2021-04-23,0
E07000069,Castle Point,ltla,2021-04-23,3
E07000119,Fylde,ltla,2021-04-23,1
E07000140,South Holland,ltla,2021-04-23,5
E07000168,Scarborough,ltla,2021-04-23,1
E07000212,Runnymede,ltla,2021-04-23,5
E08000011,Knowsley,ltla,2021-04-23,0
E09000020,Kensington and Chelsea,ltla,2021-04-23,6
E09000026,Redbridge,ltla,2021-04-23,11
N09000008,Mid and East Antrim,ltla,2021-04-23,2
S12000021,North Ayrshire,ltla,2021-04-23,1
E06000004,Stockton-on-Tees,ltla,2021-04-22,5
E06000021,Stoke-on-Trent,ltla,2021-04-22,15
E06000030,Swindon,ltla,2021-04-22,14
E07000026,Allerdale,ltla,2021-04-22,0
E07000032,Amber Valley,ltla,2021-04-22,0
E07000069,Castle Point,ltla,2021-04-22,3
E07000119,Fylde,ltla,2021-04-22,1
E07000140,South Holland,ltla,2021-04-22,3
E07000168,Scarborough,ltla,2021-04-22,3
E07000212,Runnymede,ltla,2021-04-22,2
E08000011,Knowsley,ltla,2021-04-22,2
E09000020,Kensington and Chelsea,ltla,2021-04-22,7
E09000026,Redbridge,ltla,2021-04-22,8
N09000008,Mid and East Antrim,ltla,2021-04-22,9
S12000021,North Ayrshire,ltla,2021-04-22,5
E06000004,Stockton-on-Tees,ltla,2021-04-21,19
E06000021,Stoke-on-Trent,ltla,2021-04-21,18
E06000030,Swindon,ltla,2021-04-21,9
E07000026,Allerdale,ltla,2021-04-21,1
E07000032,Amber Valley,ltla,2021-04-21,2
E07000069,Castle Point,ltla,2021-04-21,1
E07000119,Fylde,ltla,2021-04-21,1
E07000140,South Holland,ltla,2021-04-21,2
E07000168,Scarborough,ltla,2021-04-21,3
E07000212,Runnymede,ltla,2021-04-21,3
E08000011,Knowsley,ltla,2021-04-21,4
E09000020,Kensington and Chelsea,ltla,2021-04-21,4
E09000026,Redbridge,ltla,2021-04-21,18
N09000008,Mid and East Antrim,ltla,2021-04-21,4
S12000021,North Ayrshire,ltla,2021-04-21,5
E06000004,Stockton-on-Tees,ltla,2021-04-20,4
E06000021,Stoke-on-Trent,ltla,2021-04-20,25
E06000030,Swindon,ltla,2021-04-20,8
E07000026,Allerdale,ltla,2021-04-20,0
E07000032,Amber Valley,ltla,2021-04-20,1
E07000069,Castle Point,ltla,2021-04-20,0
E07000119,Fylde,ltla,2021-04-20,1
E07000140,South Holland,ltla,2021-04-20,3
E07000168,Scarborough,ltla,2021-04-20,6
E07000212,Runnymede,ltla,2021-04-20,2
E08000011,Knowsley,ltla,2021-04-20,3
E09000020,Kensington and Chelsea,ltla,2021-04-20,9
E09000026,Redbridge,ltla,2021-04-20,11
N09000008,Mid and East Antrim,ltla,2021-04-20,7
S12000021,North Ayrshire,ltla,2021-04-20,5
E06000004,Stockton-on-Tees,ltla,2021-04-19,9
E06000021,Stoke-on-Trent,ltla,2021-04-19,17
E06000030,Swindon,ltla,2021-04-19,13
E07000026,Allerdale,ltla,2021-04-19,5
E07000032,Amber Valley,ltla,2021-04-19,3
E07000069,Castle Point,ltla,2021-04-19,0
E07000119,Fylde,ltla,2021-04-19,0
E07000140,South Holland,ltla,2021-04-19,8
E07000168,Scarborough,ltla,2021-04-19,3
E07000212,Runnymede,ltla,2021-04-19,2
E08000011,Knowsley,ltla,2021-04-19,3
E09000020,Kensington and Chelsea,ltla,2021-04-19,11
E09000026,Redbridge,ltla,2021-04-19,6
N09000008,Mid and East Antrim,ltla,2021-04-19,5
S12000021,North Ayrshire,ltla,2021-04-19,9
E06000004,Stockton-on-Tees,ltla,2021-04-18,8
E06000021,Stoke-on-Trent,ltla,2021-04-18,10
E06000030,Swindon,ltla,2021-04-18,8
E07000026,Allerdale,ltla,2021-04-18,0
E07000032,Amber Valley,ltla,2021-04-18,2
E07000069,Castle Point,ltla,2021-04-18,3
E07000119,Fylde,ltla,2021-04-18,0
E07000140,South Holland,ltla,2021-04-18,5
E07000168,Scarborough,ltla,2021-04-18,6
E07000212,Runnymede,ltla,2021-04-18,3
E08000011,Knowsley,ltla,2021-04-18,2
E09000020,Kensington and Chelsea,ltla,2021-04-18,6
E09000026,Redbridge,ltla,2021-04-18,18
N09000008,Mid and East Antrim,ltla,2021-04-18,3
S12000021,North Ayrshire,ltla,2021-04-18,4
E06000004,Stockton-on-Tees,ltla,2021-04-17,3
E06000021,Stoke-on-Trent,ltla,2021-04-17,7
E06000030,Swindon,ltla,2021-04-17,10
E07000026,Allerdale,ltla,2021-04-17,0
E07000032,Amber Valley,ltla,2021-04-17,1
E07000069,Castle Point,ltla,2021-04-17,2
E07000119,Fylde,ltla,2021-04-17,1
E07000140,South Holland,ltla,2021-04-17,2
E07000168,Scarborough,ltla,2021-04-17,1
E07000212,Runnymede,ltla,2021-04-17,3
E08000011,Knowsley,ltla,2021-04-17,4
E09000020,Kensington and Chelsea,ltla,2021-04-17,6
E09000026,Redbridge,ltla,2021-04-17,15
N09000008,Mid and East Antrim,ltla,2021-04-17,5
S12000021,North Ayrshire,ltla,2021-04-17,2
E06000004,Stockton-on-Tees,ltla,2021-04-16,1
E06000021,Stoke-on-Trent,ltla,2021-04-16,6
E06000030,Swindon,ltla,2021-04-16,10
E07000026,Allerdale,ltla,2021-04-16,0
E07000032,Amber Valley,ltla,2021-04-16,0
E07000069,Castle Point,ltla,2021-04-16,1
E07000119,Fylde,ltla,2021-04-16,0
E07000140,South Holland,ltla,2021-04-16,5
E07000168,Scarborough,ltla,2021-04-16,3
E07000212,Runnymede,ltla,2021-04-16,2
E08000011,Knowsley,ltla,2021-04-16,1
E09000020,Kensington and Chelsea,ltla,2021-04-16,9
E09000026,Redbridge,ltla,2021-04-16,11
N09000008,Mid and East Antrim,ltla,2021-04-16,4
S12000021,North Ayrshire,ltla,2021-04-16,14
E06000004,Stockton-on-Tees,ltla,2021-04-15,9
E06000021,Stoke-on-Trent,ltla,2021-04-15,13
E06000030,Swindon,ltla,2021-04-15,7
E07000026,Allerdale,ltla,2021-04-15,3
E07000032,Amber Valley,ltla,2021-04-15,0
E07000069,Castle Point,ltla,2021-04-15,1
E07000119,Fylde,ltla,2021-04-15,2
E07000140,South Holland,ltla,2021-04-15,9
E07000168,Scarborough,ltla,2021-04-15,1
E07000212,Runnymede,ltla,2021-04-15,0
E08000011,Knowsley,ltla,2021-04-15,13
E09000020,Kensington and Chelsea,ltla,2021-04-15,12
E09000026,Redbridge,ltla,2021-04-15,17
N09000008,Mid and East Antrim,ltla,2021-04-15,6
S12000021,North Ayrshire,ltla,2021-04-15,4
E06000004,Stockton-on-Tees,ltla,2021-04-14,9
E06000021,Stoke-on-Trent,ltla,2021-04-14,14
E06000030,Swindon,ltla,2021-04-14,6
E07000026,Allerdale,ltla,2021-04-14,1
E07000032,Amber Valley,ltla,2021-04-14,1
E07000069,Castle Point,ltla,2021-04-14,2
E07000119,Fylde,ltla,2021-04-14,1
E07000140,South Holland,ltla,2021-04-14,5
E07000168,Scarborough,ltla,2021-04-14,4
E07000212,Runnymede,ltla,2021-04-14,1
E08000011,Knowsley,ltla,2021-04-14,5
E09000020,Kensington and Chelsea,ltla,2021-04-14,9
E09000026,Redbridge,ltla,2021-04-14,11
N09000008,Mid and East Antrim,ltla,2021-04-14,11
S12000021,North Ayrshire,ltla,2021-04-14,9
E06000004,Stockton-on-Tees,ltla,2021-04-13,2
E06000021,Stoke-on-Trent,ltla,2021-04-13,21
E06000030,Swindon,ltla,2021-04-13,13
E07000026,Allerdale,ltla,2021-04-13,2
E07000032,Amber Valley,ltla,2021-04-13,2
E07000069,Castle Point,ltla,2021-04-13,3
E07000119,Fylde,ltla,2021-04-13,1
E07000140,South Holland,ltla,2021-04-13,5
E07000168,Scarborough,ltla,2021-04-13,4
E07000212,Runnymede,ltla,2021-04-13,1
E08000011,Knowsley,ltla,2021-04-13,2
E09000020,Kensington and Chelsea,ltla,2021-04-13,8
E09000026,Redbridge,ltla,2021-04-13,14
N09000008,Mid and East Antrim,ltla,2021-04-13,4
S12000021,North Ayrshire,ltla,2021-04-13,2
E06000004,Stockton-on-Tees,ltla,2021-04-12,7
E06000021,Stoke-on-Trent,ltla,2021-04-12,16
E06000030,Swindon,ltla,2021-04-12,8
E07000026,Allerdale,ltla,2021-04-12,2
E07000032,Amber Valley,ltla,2021-04-12,2
E07000069,Castle Point,ltla,2021-04-12,0
E07000119,Fylde,ltla,2021-04-12,2
E07000140,South Holland,ltla,2021-04-12,9
E07000168,Scarborough,ltla,2021-04-12,6
E07000212,Runnymede,ltla,2021-04-12,2
E08000011,Knowsley,ltla,2021-04-12,1
E09000020,Kensington and Chelsea,ltla,2021-04-12,8
E09000026,Redbridge,ltla,2021-04-12,19
N09000008,Mid and East Antrim,ltla,2021-04-12,5
S12000021,North Ayrshire,ltla,2021-04-12,5
E06000004,Stockton-on-Tees,ltla,2021-04-11,10
E06000021,Stoke-on-Trent,ltla,2021-04-11,12
E06000030,Swindon,ltla,2021-04-11,1
E07000026,Allerdale,ltla,2021-04-11,1
E07000032,Amber Valley,ltla,2021-04-11,1
E07000069,Castle Point,ltla,2021-04-11,2
E07000119,Fylde,ltla,2021-04-11,3
E07000140,South Holland,ltla,2021-04-11,5
E07000168,Scarborough,ltla,2021-04-11,2
E07000212,Runnymede,ltla,2021-04-11,1
E08000011,Knowsley,ltla,2021-04-11,4
E09000020,Kensington and Chelsea,ltla,2021-04-11,9
E09000026,Redbridge,ltla,2021-04-11,16
N09000008,Mid and East Antrim,ltla,2021-04-11,8
S12000021,North Ayrshire,ltla,2021-04-11,1
E06000004,Stockton-on-Tees,ltla,2021-04-10,7
E06000021,Stoke-on-Trent,ltla,2021-04-10,12
E06000030,Swindon,ltla,2021-04-10,8
E07000026,Allerdale,ltla,2021-04-10,3
E07000032,Amber Valley,ltla,2021-04-10,1
E07000069,Castle Point,ltla,2021-04-10,4
E07000119,Fylde,ltla,2021-04-10,2
E07000140,South Holland,ltla,2021-04-10,5
E07000168,Scarborough,ltla,2021-04-10,0
E07000212,Runnymede,ltla,2021-04-10,1
E08000011,Knowsley,ltla,2021-04-10,5
E09000020,Kensington and Chelsea,ltla,2021-04-10,4
E09000026,Redbridge,ltla,2021-04-10,16
N09000008,Mid and East Antrim,ltla,2021-04-10,1
S12000021,North Ayrshire,ltla,2021-04-10,7
E06000004,Stockton-on-Tees,ltla,2021-04-09,6
E06000021,Stoke-on-Trent,ltla,2021-04-09,19
E06000030,Swindon,ltla,2021-04-09,4
E07000026,Allerdale,ltla,2021-04-09,2
E07000032,Amber Valley,ltla,2021-04-09,2
E07000069,Castle Point,ltla,2021-04-09,3
E07000119,Fylde,ltla,2021-04-09,5
E07000140,South Holland,ltla,2021-04-09,7
E07000168,Scarborough,ltla,2021-04-09,5
E07000212,Runnymede,ltla,2021-04-09,2
E08000011,Knowsley,ltla,2021-04-09,4
E09000020,Kensington and Chelsea,ltla,2021-04-09,7
E09000026,Redbridge,ltla,2021-04-09,21
N09000008,Mid and East Antrim,ltla,2021-04-09,5
S12000021,North Ayrshire,ltla,2021-04-09,4
E06000004,Stockton-on-Tees,ltla,2021-04-08,5
E06000021,Stoke-on-Trent,ltla,2021-04-08,29
E06000030,Swindon,ltla,2021-04-08,12
E07000026,Allerdale,ltla,2021-04-08,0
E07000032,Amber Valley,ltla,2021-04-08,0
E07000069,Castle Point,ltla,2021-04-08,3
E07000119,Fylde,ltla,2021-04-08,2
E07000140,South Holland,ltla,2021-04-08,9
E07000168,Scarborough,ltla,2021-04-08,0
E07000212,Runnymede,ltla,2021-04-08,6
E08000011,Knowsley,ltla,2021-04-08,3
E09000020,Kensington and Chelsea,ltla,2021-04-08,5
E09000026,Redbridge,ltla,2021-04-08,8
N09000008,Mid and East Antrim,ltla,2021-04-08,4
S12000021,North Ayrshire,ltla,2021-04-08,3
E06000004,Stockton-on-Tees,ltla,2021-04-07,12
E06000021,Stoke-on-Trent,ltla,2021-04-07,21
E06000030,Swindon,ltla,2021-04-07,14
E07000026,Allerdale,ltla,2021-04-07,2
E07000032,Amber Valley,ltla,2021-04-07,2
E07000069,Castle Point,ltla,2021-04-07,5
E07000119,Fylde,ltla,2021-04-07,0
E07000140,South Holland,ltla,2021-04-07,15
E07000168,Scarborough,ltla,2021-04-07,4
E07000212,Runnymede,ltla,2021-04-07,3
E08000011,Knowsley,ltla,2021-04-07,3
E09000020,Kensington and Chelsea,ltla,2021-04-07,7
E09000026,Redbridge,ltla,2021-04-07,15
N09000008,Mid and East Antrim,ltla,2021-04-07,3
S12000021,North Ayrshire,ltla,2021-04-07,3
E06000004,Stockton-on-Tees,ltla,2021-04-06,16
E06000021,Stoke-on-Trent,ltla,2021-04-06,21
E06000030,Swindon,ltla,2021-04-06,10
E07000026,Allerdale,ltla,2021-04-06,4
E07000032,Amber Valley,ltla,2021-04-06,1
E07000069,Castle Point,ltla,2021-04-06,2
E07000119,Fylde,ltla,2021-04-06,4
E07000140,South Holland,ltla,2021-04-06,18
E07000168,Scarborough,ltla,2021-04-06,4
E07000212,Runnymede,ltla,2021-04-06,1
E08000011,Knowsley,ltla,2021-04-06,6
E09000020,Kensington and Chelsea,ltla,2021-04-06,7
E09000026,Redbridge,ltla,2021-04-06,17
N09000008,Mid and East Antrim,ltla,2021-04-06,1
S12000021,North Ayrshire,ltla,2021-04-06,4
E06000004,Stockton-on-Tees,ltla,2021-04-05,19
E06000021,Stoke-on-Trent,ltla,2021-04-05,28
E06000030,Swindon,ltla,2021-04-05,13
E07000026,Allerdale,ltla,2021-04-05,2
E07000032,Amber Valley,ltla,2021-04-05,0
E07000069,Castle Point,ltla,2021-04-05,2
E07000119,Fylde,ltla,2021-04-05,2
E07000140,South Holland,ltla,2021-04-05,8
E07000168,Scarborough,ltla,2021-04-05,2
E07000212,Runnymede,ltla,2021-04-05,1
E08000011,Knowsley,ltla,2021-04-05,6
E09000020,Kensington and Chelsea,ltla,2021-04-05,7
E09000026,Redbridge,ltla,2021-04-05,12
N09000008,Mid and East Antrim,ltla,2021-04-05,2
S12000021,North Ayrshire,ltla,2021-04-05,3
E06000004,Stockton-on-Tees,ltla,2021-04-04,8
E06000021,Stoke-on-Trent,ltla,2021-04-04,15
E06000030,Swindon,ltla,2021-04-04,6
E07000026,Allerdale,ltla,2021-04-04,2
E07000032,Amber Valley,ltla,2021-04-04,3
E07000069,Castle Point,ltla,2021-04-04,2
E07000119,Fylde,ltla,2021-04-04,1
E07000140,South Holland,ltla,2021-04-04,4
E07000168,Scarborough,ltla,2021-04-04,7
E07000212,Runnymede,ltla,2021-04-04,0
E08000011,Knowsley,ltla,2021-04-04,2
E09000020,Kensington and Chelsea,ltla,2021-04-04,7
E09000026,Redbridge,ltla,2021-04-04,15
N09000008,Mid and East Antrim,ltla,2021-04-04,1
S12000021,North Ayrshire,ltla,2021-04-04,5
E06000004,Stockton-on-Tees,ltla,2021-04-03,13
E06000021,Stoke-on-Trent,ltla,2021-04-03,9
E06000030,Swindon,ltla,2021-04-03,11
E07000026,Allerdale,ltla,2021-04-03,1
E07000032,Amber Valley,ltla,2021-04-03,2
E07000069,Castle Point,ltla,2021-04-03,2
E07000119,Fylde,ltla,2021-04-03,3
E07000140,South Holland,ltla,2021-04-03,4
E07000168,Scarborough,ltla,2021-04-03,6
E07000212,Runnymede,ltla,2021-04-03,1
E08000011,Knowsley,ltla,2021-04-03,3
E09000020,Kensington and Chelsea,ltla,2021-04-03,1
E09000026,Redbridge,ltla,2021-04-03,14
N09000008,Mid and East Antrim,ltla,2021-04-03,4
S12000021,North Ayrshire,ltla,2021-04-03,1
E06000004,Stockton-on-Tees,ltla,2021-04-02,8
E06000021,Stoke-on-Trent,ltla,2021-04-02,16
E06000030,Swindon,ltla,2021-04-02,7
E07000026,Allerdale,ltla,2021-04-02,1
E07000032,Amber Valley,ltla,2021-04-02,3
E07000069,Castle Point,ltla,2021-04-02,6
E07000119,Fylde,ltla,2021-04-02,2
E07000140,South Holland,ltla,2021-04-02,9
E07000168,Scarborough,ltla,2021-04-02,3
E07000212,Runnymede,ltla,2021-04-02,4
E08000011,Knowsley,ltla,2021-04-02,6
E09000020,Kensington and Chelsea,ltla,2021-04-02,7
E09000026,Redbridge,ltla,2021-04-02,6
N09000008,Mid and East Antrim,ltla,2021-04-02,3
S12000021,North Ayrshire,ltla,2021-04-02,8
E06000004,Stockton-on-Tees,ltla,2021-04-01,23
E06000021,Stoke-on-Trent,ltla,2021-04-01,16
E06000030,Swindon,ltla,2021-04-01,18
E07000026,Allerdale,ltla,2021-04-01,5
E07000032,Amber Valley,ltla,2021-04-01,1
E07000069,Castle Point,ltla,2021-04-01,1
E07000119,Fylde,ltla,2021-04-01,3
E07000140,South Holland,ltla,2021-04-01,8
E07000168,Scarborough,ltla,2021-04-01,9
E07000212,Runnymede,ltla,2021-04-01,3
E08000011,Knowsley,ltla,2021-04-01,3
E09000020,Kensington and Chelsea,ltla,2021-04-01,9
E09000026,Redbridge,ltla,2021-04-01,14
N09000008,Mid and East Antrim,ltla,2021-04-01,6
S12000021,North Ayrshire,ltla,2021-04-01,3
E06000004,Stockton-on-Tees,ltla,2021-03-31,26
E06000021,Stoke-on-Trent,ltla,2021-03-31,25
E06000030,Swindon,ltla,2021-03-31,16
E07000026,Allerdale,ltla,2021-03-31,3
E07000032,Amber Valley,ltla,2021-03-31,5
E07000069,Castle Point,ltla,2021-03-31,0
E07000119,Fylde,ltla,2021-03-31,1
E07000140,South Holland,ltla,2021-03-31,17
E07000168,Scarborough,ltla,2021-03-31,13
E07000212,Runnymede,ltla,2021-03-31,3
E08000011,Knowsley,ltla,2021-03-31,9
E09000020,Kensington and Chelsea,ltla,2021-03-31,9
E09000026,Redbridge,ltla,2021-03-31,13
N09000008,Mid and East Antrim,ltla,2021-03-31,7
S12000021,North Ayrshire,ltla,2021-03-31,4
E06000004,Stockton-on-Tees,ltla,2021-03-30,19
E06000021,Stoke-on-Trent,ltla,2021-03-30,23
E06000030,Swindon,ltla,2021-03-30,13
E07000026,Allerdale,ltla,2021-03-30,5
E07000032,Amber Valley,ltla,2021-03-30,2
E07000069,Castle Point,ltla,2021-03-30,1
E07000119,Fylde,ltla,2021-03-30,1
E07000140,South Holland,ltla,2021-03-30,14
E07000168,Scarborough,ltla,2021-03-30,11
E07000212,Runnymede,ltla,2021-03-30,3
E08000011,Knowsley,ltla,2021-03-30,6
E09000020,Kensington and Chelsea,ltla,2021-03-30,14
E09000026,Redbridge,ltla,2021-03-30,17
N09000008,Mid and East Antrim,ltla,2021-03-30,5
S12000021,North Ayrshire,ltla,2021-03-30,10
E06000004,Stockton-on-Tees,ltla,2021-03-29,37
E06000021,Stoke-on-Trent,ltla,2021-03-29,24
E06000030,Swindon,ltla,2021-03-29,26
E07000026,Allerdale,ltla,2021-03-29,6
E07000032,Amber Valley,ltla,2021-03-29,7
E07000069,Castle Point,ltla,2021-03-29,1
E07000119,Fylde,ltla,2021-03-29,0
E07000140,South Holland,ltla,2021-03-29,17
E07000168,Scarborough,ltla,2021-03-29,5
E07000212,Runnymede,ltla,2021-03-29,1
E08000011,Knowsley,ltla,2021-03-29,5
E09000020,Kensington and Chelsea,ltla,2021-03-29,7
E09000026,Redbridge,ltla,2021-03-29,13
N09000008,Mid and East Antrim,ltla,2021-03-29,7
S12000021,North Ayrshire,ltla,2021-03-29,16
E06000004,Stockton-on-Tees,ltla,2021-03-28,41
E06000021,Stoke-on-Trent,ltla,2021-03-28,29
E06000030,Swindon,ltla,2021-03-28,20
E07000026,Allerdale,ltla,2021-03-28,3
E07000032,Amber Valley,ltla,2021-03-28,6
E07000069,Castle Point,ltla,2021-03-28,2
E07000119,Fylde,ltla,2021-03-28,1
E07000140,South Holland,ltla,2021-03-28,14
E07000168,Scarborough,ltla,2021-03-28,4
E07000212,Runnymede,ltla,2021-03-28,1
E08000011,Knowsley,ltla,2021-03-28,3
E09000020,Kensington and Chelsea,ltla,2021-03-28,11
E09000026,Redbridge,ltla,2021-03-28,17
N09000008,Mid and East Antrim,ltla,2021-03-28,3
S12000021,North Ayrshire,ltla,2021-03-28,16
E06000004,Stockton-on-Tees,ltla,2021-03-27,27
E06000021,Stoke-on-Trent,ltla,2021-03-27,18
E06000030,Swindon,ltla,2021-03-27,15
E07000026,Allerdale,ltla,2021-03-27,3
E07000032,Amber Valley,ltla,2021-03-27,2
E07000069,Castle Point,ltla,2021-03-27,5
E07000119,Fylde,ltla,2021-03-27,4
E07000140,South Holland,ltla,2021-03-27,10
E07000168,Scarborough,ltla,2021-03-27,9
E07000212,Runnymede,ltla,2021-03-27,3
E08000011,Knowsley,ltla,2021-03-27,6
E09000020,Kensington and Chelsea,ltla,2021-03-27,6
E09000026,Redbridge,ltla,2021-03-27,20
N09000008,Mid and East Antrim,ltla,2021-03-27,6
S12000021,North Ayrshire,ltla,2021-03-27,6
E06000004,Stockton-on-Tees,ltla,2021-03-26,18
E06000021,Stoke-on-Trent,ltla,2021-03-26,19
E06000030,Swindon,ltla,2021-03-26,22
E07000026,Allerdale,ltla,2021-03-26,2
E07000032,Amber Valley,ltla,2021-03-26,5
E07000069,Castle Point,ltla,2021-03-26,3
E07000119,Fylde,ltla,2021-03-26,1
E07000140,South Holland,ltla,2021-03-26,14
E07000168,Scarborough,ltla,2021-03-26,6
E07000212,Runnymede,ltla,2021-03-26,4
E08000011,Knowsley,ltla,2021-03-26,4
E09000020,Kensington and Chelsea,ltla,2021-03-26,14
E09000026,Redbridge,ltla,2021-03-26,20
N09000008,Mid and East Antrim,ltla,2021-03-26,9
S12000021,North Ayrshire,ltla,2021-03-26,17
E06000004,Stockton-on-Tees,ltla,2021-03-25,28
E06000021,Stoke-on-Trent,ltla,2021-03-25,37
E06000030,Swindon,ltla,2021-03-25,30
E07000026,Allerdale,ltla,2021-03-25,1
E07000032,Amber Valley,ltla,2021-03-25,9
E07000069,Castle Point,ltla,2021-03-25,2
E07000119,Fylde,ltla,2021-03-25,8
E07000140,South Holland,ltla,2021-03-25,11
E07000168,Scarborough,ltla,2021-03-25,8
E07000212,Runnymede,ltla,2021-03-25,5
E08000011,Knowsley,ltla,2021-03-25,12
E09000020,Kensington and Chelsea,ltla,2021-03-25,5
E09000026,Redbridge,ltla,2021-03-25,21
N09000008,Mid and East Antrim,ltla,2021-03-25,4
S12000021,North Ayrshire,ltla,2021-03-25,14
E06000004,Stockton-on-Tees,ltla,2021-03-24,18
E06000021,Stoke-on-Trent,ltla,2021-03-24,44
E06000030,Swindon,ltla,2021-03-24,22
E07000026,Allerdale,ltla,2021-03-24,2
E07000032,Amber Valley,ltla,2021-03-24,17
E07000069,Castle Point,ltla,2021-03-24,6
E07000119,Fylde,ltla,2021-03-24,8
E07000140,South Holland,ltla,2021-03-24,19
E07000168,Scarborough,ltla,2021-03-24,12
E07000212,Runnymede,ltla,2021-03-24,12
E08000011,Knowsley,ltla,2021-03-24,11
E09000020,Kensington and Chelsea,ltla,2021-03-24,9
E09000026,Redbridge,ltla,2021-03-24,33
N09000008,Mid and East Antrim,ltla,2021-03-24,8
S12000021,North Ayrshire,ltla,2021-03-24,17
